Loading matrix data... DONE [0.25 s]
log4j:WARN No appenders could be found for logger (com.graphhopper.jsprit.core.algorithm.termination.TimeTermination).
log4j:WARN Please initialize the log4j system properly.
Eval 4095 1.3796131437225825E12distancia: 408326.904296875desborde: 0 tiempo: 2.8063882E7
Eval 4096 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4097 1.3605255061618308E12distancia: 431066.6982421875desborde: 0 tiempo: 2.8726106E7
Eval 4098 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4099 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4100 1.341468628818956E12distancia: 452631.5009765625desborde: 0 tiempo: 3.076966E7
Eval 4101 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4102 1.3765586979713262E12distancia: 412050.0048828125desborde: 0 tiempo: 2.9471017E7
Eval 4103 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4104 -4.0distancia: 0.0desborde: 2 tiempo: 0.0
Eval 4105 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4106 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4107 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4108 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4109 1.311898508791668E12distancia: 484195.6171875desborde: 0 tiempo: 3.0833501E7
Eval 4110 1.3611915360867617E12distancia: 430293.4677734375desborde: 0 tiempo: 2.9035399E7
Eval 4111 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4112 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4113 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4114 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4115 1.3375530920726255E12distancia: 456936.3330078125desborde: 0 tiempo: 3.0959519E7
Eval 4116 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4117 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4118 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4119 1.3445119901469365E12distancia: 449257.0693359375desborde: 0 tiempo: 3.2301879E7
Eval 4120 1.3208421074960635E12distancia: 474870.294921875desborde: 0 tiempo: 3.1260763E7
Eval 4121 1.316745584976849E12distancia: 479164.1884765625desborde: 0 tiempo: 3.1264571E7
Eval 4122 1.3724837225555388E12distancia: 416965.564453125desborde: 0 tiempo: 2.8573491E7
Eval 4123 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4124 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4125 1.3879820531559587E12distancia: 397947.0458984375desborde: 0 tiempo: 3.0172495E7
Eval 4126 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4127 1.3207151657102322E12distancia: 475003.935546875desborde: 0 tiempo: 3.1546403E7
Eval 4128 1.3293062232491885E12distancia: 465873.03125desborde: 0 tiempo: 3.0810803E7
Eval 4129 1.3911535720219148E12distancia: 393942.1689453125desborde: 0 tiempo: 2.8484716E7
Eval 4130 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4131 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4132 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4133 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4134 1.3180660449592568E12distancia: 477784.3232421875desborde: 0 tiempo: 3.0944674E7
Eval 4135 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4136 1.392416020856959E12distancia: 392336.5693359375desborde: 0 tiempo: 2.9432897E7
Eval 4137 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4138 1.3686029079610806E12distancia: 421593.5205078125desborde: 0 tiempo: 2.8894514E7
Eval 4139 1.4208977512134338E12distancia: 354183.92578125desborde: 0 tiempo: 2.6699453E7
Eval 4140 1.3621329924338428E12distancia: 429198.103515625desborde: 0 tiempo: 2.900406E7
Eval 4141 1.3301664889961316E12distancia: 464948.8310546875desborde: 0 tiempo: 3.1478861E7
Eval 4142 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4143 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4144 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4145 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4146 1.3624609624062012E12distancia: 428815.8603515625desborde: 0 tiempo: 2.8628627E7
Eval 4147 1.3665241815905916E12distancia: 424051.6748046875desborde: 0 tiempo: 2.9026074E7
Eval 4148 1.359450926824915E12distancia: 432311.3203125desborde: 0 tiempo: 3.0042461E7
Eval 4149 1.3686029079610806E12distancia: 421593.5205078125desborde: 0 tiempo: 2.8894514E7
Eval 4150 1.3946097216978503E12distancia: 389530.849609375desborde: 0 tiempo: 2.9374251E7
Eval 4151 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4152 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4153 1.372823093796168E12distancia: 416558.412109375desborde: 0 tiempo: 2.8009069E7
Eval 4154 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4155 1.3960861388963386E12distancia: 387631.0947265625desborde: 0 tiempo: 2.805019E7
Eval 4156 1.3721327399255469E12distancia: 417386.2294921875desborde: 0 tiempo: 2.8642858E7
Eval 4157 1.392567537345892E12distancia: 392143.4267578125desborde: 0 tiempo: 2.9008372E7
Eval 4158 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4159 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4160 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4161 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4162 1.3696135715777612E12distancia: 420393.1884765625desborde: 0 tiempo: 2.8672175E7
Eval 4163 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4164 1.3759187409531907E12distancia: 412825.9482421875desborde: 0 tiempo: 2.8390352E7
Eval 4165 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4166 1.390077131483066E12distancia: 395306.0498046875desborde: 0 tiempo: 2.7836065E7
Eval 4167 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4168 1.3536838637816077E12distancia: 438930.6787109375desborde: 0 tiempo: 3.0102031E7
Eval 4169 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4170 1.3517969142733418E12distancia: 441074.8125desborde: 0 tiempo: 2.9430963E7
Eval 4171 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4172 1.3642583016022634E12distancia: 426715.013671875desborde: 0 tiempo: 2.8662486E7
Eval 4173 1.4007889821613384E12distancia: 381516.7392578125desborde: 0 tiempo: 2.855539E7
Eval 4174 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4175 1.367609496089176E12distancia: 422770.0419921875desborde: 0 tiempo: 2.8928167E7
Eval 4176 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4177 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4178 1.3525896342819683E12distancia: 440175.3857421875desborde: 0 tiempo: 2.970706E7
Eval 4179 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4180 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4181 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4182 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4183 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4184 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4185 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4186 1.367609496089176E12distancia: 422770.0419921875desborde: 0 tiempo: 2.8928167E7
Eval 4187 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4188 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4189 1.374924437492831E12distancia: 414028.3408203125desborde: 0 tiempo: 3.0947235E7
Eval 4190 1.399111849978588E12distancia: 383708.423828125desborde: 0 tiempo: 2.8559937E7
Eval 4191 1.365577675151426E12distancia: 425166.2373046875desborde: 0 tiempo: 2.9127309E7
Eval 4192 1.390672206711932E12distancia: 394552.6552734375desborde: 0 tiempo: 2.7929764E7
Eval 4193 1.3639460841866436E12distancia: 427080.6953125desborde: 0 tiempo: 2.8785943E7
Eval 4194 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4195 1.3316250205073008E12distancia: 463377.6904296875desborde: 0 tiempo: 3.1947608E7
Eval 4196 1.4071953273210442E12distancia: 373026.3759765625desborde: 0 tiempo: 2.7958933E7
Eval 4197 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4198 1.3872492485683123E12distancia: 398866.83984375desborde: 0 tiempo: 2.8746837E7
Eval 4199 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4200 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4201 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4202 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4203 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4204 1.3620321950544128E12distancia: 429315.5126953125desborde: 0 tiempo: 2.9639737E7
Eval 4205 1.3427140060807104E12distancia: 451253.6962890625desborde: 0 tiempo: 3.1720963E7
Eval 4206 1.367571471186336E12distancia: 422815.0107421875desborde: 0 tiempo: 2.8868241E7
Eval 4207 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4208 1.3796131437225825E12distancia: 408326.904296875desborde: 0 tiempo: 2.8063882E7
Eval 4209 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4210 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4211 1.393051171762299E12distancia: 391526.2861328125desborde: 0 tiempo: 2.8988361E7
Eval 4212 1.3878993903453843E12distancia: 398051.01953125desborde: 0 tiempo: 2.914066E7
Eval 4213 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 4214 1.3686686638800999E12distancia: 421515.5283203125desborde: 0 tiempo: 2.8307374E7
Eval 4215 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4216 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4217 1.355166317484756E12distancia: 437238.5927734375desborde: 0 tiempo: 3.0860283E7
Eval 4218 1.3878993903453843E12distancia: 398051.01953125desborde: 0 tiempo: 2.914066E7
Eval 4219 1.3789263801961035E12distancia: 409166.98828125desborde: 0 tiempo: 2.9727576E7
Eval 4220 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4221 1.4258553863538716E12distancia: 347114.8486328125desborde: 0 tiempo: 2.6241927E7
Eval 4222 1.3696135715777612E12distancia: 420393.1884765625desborde: 0 tiempo: 2.8672175E7
Eval 4223 1.3288347815289211E12distancia: 466378.7333984375desborde: 0 tiempo: 3.0596708E7
Eval 4224 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4225 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4226 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4227 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4228 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4229 1.3720510025296482E12distancia: 417484.1337890625desborde: 0 tiempo: 2.8864195E7
Eval 4230 1.39218636932901E12distancia: 392629.1318359375desborde: 0 tiempo: 2.9191019E7
Eval 4231 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4232 1.334277227397176E12distancia: 460507.0869140625desborde: 0 tiempo: 3.0345413E7
Eval 4233 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4234 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4235 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4236 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4237 1.3872697947106624E12distancia: 398840.9580078125desborde: 0 tiempo: 2.9593991E7
Eval 4238 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4239 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4240 1.3757439837197363E12distancia: 413037.5537109375desborde: 0 tiempo: 2.8582291E7
Eval 4241 1.4085545014202446E12distancia: 371200.0849609375desborde: 0 tiempo: 2.8456517E7
Eval 4242 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4243 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4244 1.3942573173050083E12distancia: 389982.8037109375desborde: 0 tiempo: 2.8849642E7
Eval 4245 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4246 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 4247 1.2909057627080923E12distancia: 505408.8857421875desborde: 0 tiempo: 3.3240279E7
Eval 4248 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4249 1.3696135715777612E12distancia: 420393.1884765625desborde: 0 tiempo: 2.8672175E7
Eval 4250 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4251 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 4252 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4253 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4254 1.332795464382656E12distancia: 462113.0166015625desborde: 0 tiempo: 3.183909E7
Eval 4255 1.3976768313256543E12distancia: 385573.8232421875desborde: 0 tiempo: 2.8001435E7
Eval 4256 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4257 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4258 1.3758803556469805E12distancia: 412872.3154296875desborde: 0 tiempo: 3.018375E7
Eval 4259 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4260 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4261 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4262 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4263 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4264 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4265 1.3665241815905916E12distancia: 424051.6748046875desborde: 0 tiempo: 2.9026074E7
Eval 4266 1.3822627315641475E12distancia: 405069.466796875desborde: 0 tiempo: 2.9827024E7
Eval 4267 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4268 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 4269 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4270 1.330866323506215E12distancia: 464195.6279296875desborde: 0 tiempo: 3.0536943E7
Eval 4271 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4272 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4273 1.3721327399255469E12distancia: 417386.2294921875desborde: 0 tiempo: 2.8642858E7
Eval 4274 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4275 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4276 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4277 1.4043471586497935E12distancia: 376824.6884765625desborde: 0 tiempo: 2.8348744E7
Eval 4278 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4279 1.3503616183508025E12distancia: 442698.8662109375desborde: 0 tiempo: 2.9903475E7
Eval 4280 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4281 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4282 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4283 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4284 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4285 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4286 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4287 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4288 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4289 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4290 1.3515989324871445E12distancia: 441299.2998046875desborde: 0 tiempo: 2.9971516E7
Eval 4291 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 4292 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4293 1.3757439837197363E12distancia: 413037.5537109375desborde: 0 tiempo: 2.8582291E7
Eval 4294 1.3814397474032102E12distancia: 406084.0517578125desborde: 0 tiempo: 2.9017682E7
Eval 4295 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 4296 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4297 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4298 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4299 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4300 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4301 -196.0distancia: 0.0desborde: 14 tiempo: 0.0
Eval 4302 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4303 1.368689531579086E12distancia: 421490.7744140625desborde: 0 tiempo: 2.8806569E7
Eval 4304 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4305 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4306 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4307 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4308 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4309 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4310 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4311 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4312 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4313 1.4071953273210442E12distancia: 373026.3759765625desborde: 0 tiempo: 2.7958933E7
Eval 4314 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4315 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4316 1.394247566271275E12distancia: 389995.43359375desborde: 0 tiempo: 2.9608717E7
Eval 4317 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4318 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4319 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4320 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4321 -16.0distancia: 0.0desborde: 4 tiempo: 0.0
Eval 4322 1.3836941345590823E12distancia: 403298.7353515625desborde: 0 tiempo: 2.8616923E7
Eval 4323 1.3976768313256543E12distancia: 385573.8232421875desborde: 0 tiempo: 2.8001435E7
Eval 4324 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4325 1.4007889821613384E12distancia: 381516.7392578125desborde: 0 tiempo: 2.855539E7
Eval 4326 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4327 1.4258553863538716E12distancia: 347114.8486328125desborde: 0 tiempo: 2.6241927E7
Eval 4328 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4329 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4330 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4331 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4332 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4333 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4334 1.3693282690133967E12distancia: 420732.3798828125desborde: 0 tiempo: 2.9063565E7
Eval 4335 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4336 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4337 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4338 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4339 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4340 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4341 1.3783377989275571E12distancia: 409885.6005859375desborde: 0 tiempo: 2.8507375E7
Eval 4342 1.3159734169876099E12distancia: 479969.2568359375desborde: 0 tiempo: 3.1315323E7
Eval 4343 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4344 1.322164947870676E12distancia: 473475.40234375desborde: 0 tiempo: 3.1198085E7
Eval 4345 1.365577675151426E12distancia: 425166.2373046875desborde: 0 tiempo: 2.9127309E7
Eval 4346 1.392416020856959E12distancia: 392336.5693359375desborde: 0 tiempo: 2.9432897E7
Eval 4347 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4348 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4349 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4350 1.4258553863538716E12distancia: 347114.8486328125desborde: 0 tiempo: 2.6241927E7
Eval 4351 1.3966813184069077E12distancia: 386862.619140625desborde: 0 tiempo: 2.9074435E7
Eval 4352 1.3689177596981008E12distancia: 421219.9482421875desborde: 0 tiempo: 2.9166683E7
Eval 4353 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4354 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4355 1.3753270526546174E12distancia: 413541.958984375desborde: 0 tiempo: 2.869309E7
Eval 4356 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4357 1.4065522667115571E12distancia: 373887.3330078125desborde: 0 tiempo: 2.7767242E7
Eval 4358 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4359 1.3622092351070889E12distancia: 429109.2744140625desborde: 0 tiempo: 2.964377E7
Eval 4360 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4361 1.3696135715777612E12distancia: 420393.1884765625desborde: 0 tiempo: 2.8672175E7
Eval 4362 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4363 -1.0distancia: 0.0desborde: 1 tiempo: 0.0
Eval 4364 1.3848975022080688E12distancia: 401804.0595703125desborde: 0 tiempo: 2.8949589E7
Eval 4365 -81.0distancia: 0.0desborde: 9 tiempo: 0.0
Eval 4366 -144.0distancia: 0.0desborde: 12 tiempo: 0.0
Eval 4367 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4368 1.3689177596981008E12distancia: 421219.9482421875desborde: 0 tiempo: 2.9166683E7
Eval 4369 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4370 1.3618298120154084E12distancia: 429551.15234375desborde: 0 tiempo: 2.9289812E7
Eval 4371 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4372 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4373 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4374 1.4071953273210442E12distancia: 373026.3759765625desborde: 0 tiempo: 2.7958933E7
Eval 4375 1.3724837225555388E12distancia: 416965.564453125desborde: 0 tiempo: 2.8573491E7
Eval 4376 1.393329503084066E12distancia: 391170.6806640625desborde: 0 tiempo: 2.8207116E7
Eval 4377 1.33803821466684E12distancia: 456405.181640625desborde: 0 tiempo: 3.0669125E7
Eval 4378 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4379 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4380 1.3371107176590598E12distancia: 457420.142578125desborde: 0 tiempo: 3.0428385E7
Eval 4381 1.3622118030489497E12distancia: 429106.2822265625desborde: 0 tiempo: 2.969984E7
Eval 4382 1.374924437492831E12distancia: 414028.3408203125desborde: 0 tiempo: 3.0947235E7
Eval 4383 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4384 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4385 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4386 1.3177459591793367E12distancia: 478119.1748046875desborde: 0 tiempo: 3.1014388E7
Eval 4387 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4388 1.3721432143690022E12distancia: 417373.681640625desborde: 0 tiempo: 2.8576355E7
Eval 4389 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4390 1.394253960758097E12distancia: 389987.2353515625desborde: 0 tiempo: 2.814424E7
Eval 4391 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4392 1.3684815943181846E12distancia: 421737.37109375desborde: 0 tiempo: 2.8832559E7
Eval 4393 1.3759187409531907E12distancia: 412825.9482421875desborde: 0 tiempo: 2.8390352E7
Eval 4394 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4395 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4396 1.338387548762724E12distancia: 456022.3193359375desborde: 0 tiempo: 3.0567128E7
Eval 4397 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4398 1.3094482695203247E12distancia: 486719.2568359375desborde: 0 tiempo: 3.2553282E7
Eval 4399 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4400 1.366488253237167E12distancia: 424093.91796875desborde: 0 tiempo: 3.0377805E7
Eval 4401 1.372823093796168E12distancia: 416558.412109375desborde: 0 tiempo: 2.8009069E7
Eval 4402 1.409775861517754E12distancia: 369551.2724609375desborde: 0 tiempo: 2.8150328E7
Eval 4403 1.3485577697163984E12distancia: 444731.6435546875desborde: 0 tiempo: 2.9792337E7
Eval 4404 1.3878993903453843E12distancia: 398051.01953125desborde: 0 tiempo: 2.914066E7
Eval 4405 -169.0distancia: 0.0desborde: 13 tiempo: 0.0
Eval 4406 1.4007889821613384E12distancia: 381516.7392578125desborde: 0 tiempo: 2.855539E7
Eval 4407 -25.0distancia: 0.0desborde: 5 tiempo: 0.0
Eval 4408 1.388306924387967E12distancia: 397538.65234375desborde: 0 tiempo: 3.0245562E7
Eval 4409 -121.0distancia: 0.0desborde: 11 tiempo: 0.0
Eval 4410 1.3702285110506814E12distancia: 419661.0458984375desborde: 0 tiempo: 3.0710595E7
Eval 4411 -49.0distancia: 0.0desborde: 7 tiempo: 0.0
Eval 4412 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4413 -9.0distancia: 0.0desborde: 3 tiempo: 0.0
Eval 4414 1.342868056719419E12distancia: 451083.0830078125desborde: 0 tiempo: 3.0507919E7
Eval 4415 1.400508210033088E12distancia: 381884.5302734375desborde: 0 tiempo: 2.8703282E7
Eval 4416 1.390077131483066E12distancia: 395306.0498046875desborde: 0 tiempo: 2.7836065E7
Eval 4417 -36.0distancia: 0.0desborde: 6 tiempo: 0.0
Eval 4418 1.3610763617730437E12distancia: 430427.1630859375desborde: 0 tiempo: 3.1229116E7
Eval 4419 1.296517807836107E12distancia: 499826.06640625desborde: 0 tiempo: 3.1645512E7
Eval 4420 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4421 1.3277824982685515E12distancia: 467505.5146484375desborde: 0 tiempo: 3.0679113E7
Eval 4422 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4423 -100.0distancia: 0.0desborde: 10 tiempo: 0.0
Eval 4424 1.3759187409531907E12distancia: 412825.9482421875desborde: 0 tiempo: 2.8390352E7
Eval 4425 -64.0distancia: 0.0desborde: 8 tiempo: 0.0
Eval 4426 1.3548681993430974E12distancia: 437579.3701171875desborde: 0 tiempo: 3.0490988E7
